"","X","kappa","alpha_pos","alpha_neg","phi","rho","rl_off","epsilon","not_pun_bonus","convergence","nll","ID"
"1",1,4.85879830524647,0.00696677416354416,2.00725424088173e-12,0.187129202623478,0.964995556685124,0.993746976872144,0.0652739015607235,0.292301545423761,0,314.998230287289,1
"2",2,3.3396703066673,0.00436594066537013,0.000469218473536059,0.130276745622999,0.832668273505083,0.737823076806847,0.043269390046484,0.255036152536563,0,327.905312574069,2
"3",3,2.28115649991372,0.020420020295026,0.00662718127272248,0.0917621381321636,0.84566413533514,0.939313283129744,0.0157061417812352,0.136900585998967,0,157.982373946057,3
"4",4,4.9999998201513,0.0125567231376797,0.00846231429664291,0.305120424645483,0.572523877983477,0.89674387068295,0.00430521805039694,0.30132153793122,0,197.602561567856,4
"5",5,4.99999999012762,0.00992720480294209,0.00788356434599789,9.16281074067514e-09,0.999999990472762,0.297418678989531,0.018762007546892,0.318214154682281,0,143.238203621832,5
"6",6,4.23808286996704,0.0104793388204419,0.000771551609622754,0.0602492452759065,0.678488835591988,0.710295068018379,0.0123336867539134,0.10265108062567,0,194.793811872104,6
"7",7,2.00643100385153,0.00546999385268967,6.47992531781415e-11,0.650269790665951,0.99999326675517,0.0758648261457901,4.70175250269606e-07,0.29496647255132,0,271.498850952557,7
"8",8,4.00000058100629,0.00474670257882048,6.31046569119942e-07,0.26068695176383,0.75542452477136,0.496795422514404,0.00137257694907603,0.311708864394092,0,258.275957304317,8
"9",9,3.00000026413506,0.0113916027567905,0.00182216302451271,0.209975094339668,0.7969991127097,0.289236648899467,0.0124182710051566,0.298285228148248,0,165.758546311916,9
"10",10,2.34990250695626,0.00874889275008058,1.75479635280573e-10,0.49401769406883,0.999999636991215,0.651043136317447,0.00746051584152301,0.26544963211973,0,265.992183926951,10
"11",11,4.99999422120901,0.00929607662063328,9.43218562098367e-11,0.0960067248382276,0.981110116100707,0.734399101835962,0.0148562648285279,0.320776172416026,0,209.822454124095,11
"12",12,3.00000000081061,0.00946031235076338,0.000111748445537976,0.385505750864597,0.986929655761281,0.877540108116018,0.0141856919242593,0.228177291929913,0,245.889893605107,12
"13",13,3.9999993772632,0.00869036130399357,0.000862299221463867,0.00118911450382069,0.537672121842195,0.374137613219253,0.0138702702486217,0.11425515279599,0,180.474231911898,13
"14",14,4.66909323741372,0.00889268404029324,9.6386909608944e-10,0.387373072041996,0.759480998194304,0.999956731427669,0.0147524325714894,0.333333334555434,0,323.847978059631,14
"15",15,2.35352973813704,0.0128245577060407,1.80520803013703e-09,0.0364273251881539,0.900825413453464,0.848323332996273,0.0488227020803096,0.341974652568645,0,250.503955285587,15
"16",16,4.9959604147233,0.0151381661938214,8.51106550660896e-06,0.0961303956073346,0.520509037369546,0.764239682800951,0.0206877156042534,0.856959853922286,0,197.232696123221,16
"17",17,3.10357414596677,0.0142232305616729,0.00150453081038687,0.110108809069232,0.788739790372384,0.697094047845568,0.011622902981158,0.130993577966343,0,165.489268699362,17
"18",18,4.5909328492493,0.00367333909905238,1.00171624499468e-11,0.350192379745833,0.770441902293015,0.287040622038342,0.0191000565113041,0.323515945027824,0,283.974782698398,18
"19",19,4.99999991549508,0.00855526355279996,0.00700832030391961,0.0334534157310741,0.8438956945827,0.470608700510797,0.0118403900322279,0.103244956742043,0,153.20717893182,19
"20",20,4.99988623516719,0.00130438120579684,3.68530469982956e-11,0.00533502170476755,0.696043166796391,4.86710750818402e-05,0.159948086986591,0.0161927493189714,0,393.354123347848,20
"21",21,1.98387942332258,0.00959996667610171,7.16885862931182e-10,0.502918472388792,0.999997181014257,0.261283434647399,0.055555567812737,0.329975928680509,0,242.654463815565,21
"22",22,4.99999938995101,0.00849378268175578,0.00759475472036455,0.265280057143915,0.936974884861353,0.448475781723504,0.0214766903082107,1.47445023268274e-08,0,157.687856061959,22
"23",23,4.9999988312626,0.00617602494784188,0.0038873742941603,0.39346311381017,0.839135000837093,0.266884777310472,1.72683117119217e-10,0.305902103496137,0,193.124503997847,23
"24",24,4.62930588334688,0.0130335814490993,0.0220948049835423,1.84877685585377e-08,0.999999995044104,0.896969441656921,0.00745758952238689,0.307504509015725,0,143.728286265257,24
"25",25,4.8792780243373,0.00839958748704123,0.000495560895579016,0.308565823738091,0.959838971249266,0.696446461034099,0.0269768865821992,0.0620132854485827,0,206.569193172425,25
"26",26,4.99999911292073,0.00593388416240651,0.000270060706803446,0.35802521202829,0.744327715325813,0.747274357390892,1.53993088651722e-10,0.292763080927248,0,273.447514795965,26
"27",27,3.99999753093595,0.0038478919840637,0.00314814721256033,0.436895705462079,0.663200043265768,0.0248532985560771,0.0182882987329916,0.282769939841849,0,281.975099285236,27
"28",28,2.99999998300622,0.00773206144793866,6.72807458731355e-05,0.640488881935763,0.950693123032565,0.59412437374964,0.000589693394782922,0.279629563655111,0,265.231820353921,28
"29",29,4.96631051199562,0.00997725731668986,2.74044271448386e-07,0.0565022084847838,0.825759712508524,0.967104696589836,0.032044445894149,0.150573888247035,0,245.409356537385,29
"30",30,4.9999999197616,0.00678096824900874,0.0026232928841589,0.268335604883469,0.906707923182827,1.5425894089004e-09,0.00549894754739737,0.0520756758031988,0,135.38360902991,30
"31",31,4.99999196158252,0.00559697045409019,3.42584909942927e-10,0.0262537558159508,0.760156475932274,0.650844277530281,0.0291096858673974,0.102656305263261,0,272.492429673642,31
"32",32,4.00000195114727,0.0241327883737258,7.33535296639495e-05,0.122314255502146,0.759910368112054,0.981547430088077,0.0141235158750042,0.0466170850205071,0,169.776234162871,32
"33",33,2.99999877998872,0.0178354489462895,0.00327525649559473,0.352641631318846,0.995452664871515,0.898116545718893,0.00858269025869089,0.0711326685585998,0,153.880484828334,33
"34",34,4.99999991865601,0.0111822988619625,0.00612794288385702,0.0250125059477636,0.887717659885023,0.691401058040251,0.0101298813005882,0.101562202718564,0,150.673998298341,34
"35",35,3.34140736219845,0.00910423178892861,0.0104197497411393,0.00711443639884238,0.825126350252105,0.70993843508172,0.0293837573253872,0.0875171340344505,0,227.978708879554,35
"36",36,4.80247948806027,0.00844485222756296,1.14186941700149e-10,0.354062962300233,0.916827444918511,0.728614987516917,0.0102828760873023,0.311167610459168,0,211.894048227066,36
"37",37,4.99664513902776,0.00741505936324919,0.00898800329066971,0.181427054067537,0.682126367497833,0.132743491286124,0.00795535466472118,0.103286806542543,0,153.2646647598,37
"38",38,2.99999980586586,0.00600238986139666,1.05580119650918e-11,0.471822898923292,0.515770725908666,0.827719723403995,3.42217815816445e-07,0.274290113311311,0,334.696250409177,38
"39",39,3.86828240052542,0.010289760677421,0.000918829956788893,0.04700411538145,0.952437786041571,0.867623917405104,0.023774674310427,0.00760730947062871,0,207.37615703365,39
"40",40,4.93693569808975,0.00837510135922878,3.24712094025636e-05,0.0953495593717142,0.845558070224929,0.451199504241488,0.0303140277627451,0.133704614983557,0,193.806650633288,40
"41",41,3.41624032348132,0.0089928536721493,4.51425189385623e-06,0.428828806157622,0.751620323056791,0.744664157381625,0.00694818368289506,0.0320642924691954,0,258.890727463387,41
"42",42,2.00000001452686,0.0102921896456948,2.32357239726099e-05,0.562523361677701,0.996104218842671,0.00950175486426006,0.000213138680031602,0.237546733844933,0,145.566839499438,42
"43",43,4.99998973824101,0.0125660678441123,0.0160892029502361,0.00125834135445991,0.923444408924796,0.663099402038008,5.03886095493424e-18,0.304755434028314,0,117.153333169958,43
"44",44,4.99999819449988,0.0084430605356075,0.00981150142567825,1.17681445188563e-07,0.812865785539916,7.91804921488901e-07,1.82377023696851e-09,0.325331645235937,0,106.147986692519,44
"45",45,4.00000496309083,0.00245899106183422,2.35411841332199e-09,0.540499796952105,0.553677825925786,1.42310075087215e-05,5.30863674923771e-07,0.298812995438728,0,340.495593201706,45
"46",46,4.4050381627772,0.00794971994195494,5.77521874500237e-11,0.29149447911316,0.650700915262283,0.33829159739393,0.0200732373746189,1.81003902241764e-06,0,211.464196401963,46
"47",47,4.9999531850818,0.00366398556394194,5.06033484556641e-10,3.5414350264851e-06,0.935958383418248,1.00129948266156e-05,0.0253708121955795,0.3239210661116,0,239.957149232885,47
"48",48,4.99999982709575,0.00877306530043554,0.000311341260022869,0.21162283139552,0.689395330051737,0.544002428093707,0.0194799063061102,0.314873391370066,0,214.346586571168,48
"49",49,4.99999995649247,0.010161933551742,0.00120375028725022,0.204218562972786,0.855354165804269,0.617535532275781,0.00477024087459487,0.267921829135739,0,160.178244718744,49
"50",50,4.99999761900568,0.00931724111579238,3.07157518006877e-10,0.252018969216034,0.803113154766321,0.582603958798604,0.0196005009838821,0.325774643303569,0,209.34841250871,50
"51",51,3.99999992064074,0.013320722537168,0.00035633940779569,0.337531607699751,0.966312676525814,0.733547608545655,0.0102843819058839,0.00548476908523723,0,149.605392068771,51
"52",52,4.99997430108133,0.0189420551907123,4.22765574968815e-11,0.110879698218181,0.813598657544361,0.705057597594847,0.0312850506516454,0.176475286996479,0,160.821668367156,52
"53",53,3.99999949200661,0.0130841511028508,6.96485794994923e-11,0.380245361581224,0.99999948883047,0.412009265532372,2.81015412812548e-09,0.306774380419526,0,135.095920790211,53
"54",54,4.0000010340321,0.00601579455119177,2.65686028218928e-05,0.126279999141224,0.646796797103675,0.513685088351372,0.0144841676015196,0.0432208069262714,0,247.667259375394,54
"55",55,2.3816887147992,0.00438881498207316,0.00386948586351737,0.506049547172356,0.749330117556749,0.0120845573403391,0.0131458179088735,0.0243312338541559,0,254.864303159077,55
"56",56,4.00000008747341,0.0185832902991552,0.00023833790129863,0.192521981241727,0.998977710882414,0.861991088425617,0.0146175552248487,0.167432980293532,0,133.524480934914,56
"57",57,4.5132850093833,0.00397368866593629,4.50367852406279e-06,0.480151895040823,0.695586101273057,0.299163450301345,0.0299246806474172,0.114011796084588,0,313.193896456214,57
"58",58,4.99999968067714,0.0128395179130109,0.00101775888419004,0.254728284260641,0.844102226492488,6.00714377812009e-09,0.0100521438218323,0.329603641766965,0,123.611367129424,58
"59",59,4.19270245469157,0.00728870941263252,4.10957554052948e-05,0.233709580889132,0.913712370188618,0.154143599658917,0.00647154489338555,0.0447707930399655,0,161.729393590526,59
"60",60,4.00000036941689,0.00835586840730774,5.16488845553269e-06,0.0716140683048979,0.954715945778389,0.00211610591663811,0.0214791659173544,0.107673135622643,0,164.014864503147,60
"61",61,4.99999990735174,0.0042490012042648,0.00586429552741595,0.304102180276687,0.773800469949244,0.84413688231429,0.0239914655214526,0.26099392946256,0,307.38071673192,61
"62",62,3.00000088324004,0.0104866271416493,2.42775498784397e-05,0.408459046006257,0.753275163388859,0.680224691759964,0.0138639887291748,0.121144407147848,0,232.23122288729,62
"63",63,4.00000009126233,0.00847503220051167,2.84340781196835e-06,0.490402326947667,0.837165300562538,0.999901059179067,1.98611154543e-05,0.0185513727823834,0,255.751660850601,63
"64",64,4.99999973313502,0.00654702078541897,1.45876335050527e-09,0.00846822671433751,0.769622669595239,1.592413235677e-06,0.014284430766663,0.0200960443116144,0,181.605122883716,64
"65",65,3.48969146068511,0.00140719124539677,1.74451153612207e-11,0.496126301200841,0.935405566939274,1.65761541577075e-05,6.34577114365165e-08,0.314404501184391,0,326.497950489466,65
"66",66,4.00000002242798,0.00464655134981633,0.00021512986215121,0.535687968270824,0.765671359028727,0.793852423943639,0.0168083049967758,0.333965765956686,0,340.161932306335,66
"67",67,4.99995127909695,0.00832672549056261,1.33715026815154e-10,0.391961227392912,0.723004788480484,0.658574953714708,0.0212228121320646,0.259096579640718,0,241.314939415662,67
"68",68,2.00000030473332,0.00423998420131731,1.33375666737863e-06,0.622988762810367,0.999841055789822,0.000491145117462962,0.0338490763464345,0.307934631780196,0,319.412902310485,68
"69",69,4.99999606618686,0.00723527089964429,0.00128970869395578,0.314049188150316,0.864789220426482,4.62576201444509e-07,1.064579730394e-10,2.21684634890893e-06,0,125.288085692117,69
"70",70,1.99999994610186,0.00635026552834988,1.0245865953905e-07,0.677940978411097,0.906009937386561,0.558098429308592,1.49944661075788e-06,0.196703895039549,0,293.728204670506,70
"71",71,3.99999926529621,0.00636541508887088,3.04268667841233e-05,0.00353591100934496,0.999054940303311,0.464251759060059,0.00828520087312249,0.327358289490963,0,207.319471740305,71
"72",72,3.00000002581293,0.00671437726952074,6.79110046198099e-05,0.392834240996729,0.700511337083281,0.837090319577958,0.0470237767316456,0.0698175750098546,0,312.743811814729,72
"73",73,4.00000143156385,0.00413519597340767,9.04868169834055e-05,0.199904879601441,0.663244427345643,0.579707947077367,0.0546174964259827,0.305263473314787,0,347.566796897415,73
"74",74,3.99999994989372,0.0133727961646194,0.00489669879638108,0.128823519154101,0.742337697380965,0.636983502347583,0.0151860575223354,0.329487238078518,0,177.361729251802,74
"75",75,2.00000001914893,0.00747194219863966,0.00136001636136842,0.429485268496169,0.979982269618501,0.249921075291857,0.0140207256700066,0.277811465360638,0,221.395573435495,75
"76",76,4.99999936229699,0.00568238702608166,0.000402811598224736,0.439830302356253,0.999999996755237,0.857578755745959,0.0123761266616338,0.309513608843836,0,284.826872269539,76
"77",77,4.07375588256263,0.00552056903497813,3.91239269368993e-11,0.0125249458738599,0.872424094770214,0.252603020948123,1.08182714600369e-07,0.147980806833934,0,178.512358987043,77
"78",78,4.00000054559982,0.0103419028690586,5.47743388424019e-06,0.214142795897503,0.726124289282051,0.51754813107733,0.00284379502201925,0.294002214134025,0,169.741973920176,78
"79",79,4.00000004743716,0.00654865001316101,2.81710595671218e-05,0.113574611813614,0.821660315499404,0.144134255048119,0.0123971312214108,0.210140753928011,0,196.20280192121,79
"80",80,2.00000113290854,0.00845501737853692,0.00454879445213126,0.508626598595837,0.954450135949681,0.547429159912933,0.0164712620293481,0.326951897597622,0,221.176471683635,80
"81",81,4.00000015332407,0.00883043868503233,0.0058104437677705,0.268909436174714,0.987755386459739,0.822685827393989,0.0288642759040777,0.314957515527488,0,238.099339778678,81
"82",82,2.64405035959972,0.00654815128931263,9.95250112164164e-05,0.50538426134786,0.92580724341272,0.639142761395958,0.0101906043657822,0.290347978411181,0,279.575477769004,82
"83",83,4.99999294837892,0.0040768034713399,6.84299316774664e-10,0.478759797473561,0.790148198317171,0.999998505268195,0.0149174722794104,0.297045891200346,0,343.958925113829,83
"84",84,4.00000017015269,0.00885680561983755,3.31431977244916e-05,0.277748432073762,0.774992675484433,0.748535347330912,0.00529452512534247,0.282492030662147,0,217.61478645121,84
"85",85,4.999991802184,0.00933559961538433,1.97298158536558e-11,0.267430463502345,0.923873469268611,0.865591856958648,0.0248734755769868,0.268035517750012,0,239.740231449857,85
"86",86,4.7661759551978,0.00909592758780664,9.50385088761416e-10,0.321105092774951,0.905096884618208,0.999999988284819,0.021252934460234,0.318131442752451,0,275.283742431898,86
"87",87,2.00000004283048,0.00196481938560506,0.000458628537500284,0.625872259602834,0.765184806893848,0.483608995782139,0.0437223512341725,0.25945682077599,0,392.5699365478,87
"88",88,4.99999906395403,0.0101855542907561,0.000279577944741696,0.164577476907685,0.746777856891914,0.511252454866582,0.0266432287820183,0.312026300581211,0,178.308323401322,88
"89",89,4.91187719447466,0.00961468260111169,0.00183732712235041,0.976295612319454,2.3681987561203e-11,1.33959270164068e-07,0.00578999621476033,0.500309319717121,0,191.927995316038,89
"90",90,4.99999931999727,0.00547325366009618,0.00438892974800608,0.262446619486403,0.812557137333212,3.57643120438683e-08,0.0202921658922691,0.0954449486907599,0,195.862124708338,90
"91",91,3.9999998326137,0.00598593585839752,0.000990383783179602,0.174279803798876,0.900651187163287,0.590196116672581,0.0187836916049162,0.311673167118194,0,256.491361506727,91
"92",92,3.00000084137834,0.00756723037270914,3.68597646639875e-06,0.394544641276,0.829120506937581,0.800778697702969,0.000154736224506446,0.211914644320452,0,257.246123555957,92
"93",93,4.17562137235758,0.00929547349347855,0.00370258276650801,0.0839083999875798,0.895216295335921,0.713036979540014,1.42087462720278e-08,0.019445920274842,0,166.981420283051,93
"94",94,3.66100701068615,0.0133785550229613,0.00312319068961987,0.435166708349163,0.930376570114533,0.964706652622059,0.0092417644825064,0.120318137704007,0,212.095752678354,94
"95",95,2.53691168162863,0.00322029808225642,0.00137017562035071,0.407418494070397,0.827922184857388,0.173642108351715,0.0320928115604394,0.33333333741785,0,333.703490385501,95
"96",96,4.00000077809751,0.00670706762805477,0.00867047838321424,0.0596738125357264,0.804741664775679,0.14200426891964,0.0136024327566144,0.121531605063797,0,164.351871237568,96
"97",97,4.00000088996294,0.00686347274345964,0.00694416639173959,0.292041761818,0.631000380271501,0.517108055330633,0.0205784488447804,0.0951338776968661,0,232.659242898491,97
"98",98,4.44039212787332,0.00546657622462163,0.0010346740341211,0.00345585413871049,0.666326283093427,0.192005840022346,0.0148894080374243,0.0130195524863748,0,222.174280822459,98
"99",99,1.00003520545985,0.00953460408014871,2.66381096405786e-10,0.859288680571654,0.999995644738814,2.02522720982188e-06,0.00549780400162256,0.209275321029668,0,202.394260688347,99
"100",100,4.9997076777353,0.00310616749016934,2.70122207589209e-10,0.158772087868012,0.764981521134596,0.0576630017277156,0.0329140470531543,0.324780393074332,0,306.063509515948,100
"101",101,4.78210543327107,0.00397603236844938,8.44419637005472e-05,0.595091574943121,0.889378745838787,0.527622205875596,5.12468698684466e-10,0.333333217789271,0,295.303886284971,101
"102",102,2.0484562336564,0.0119200808733024,1.55120030229365e-08,0.448821849696142,0.999999977068109,0.906693631229838,0.0129109752896801,0.249711831873235,0,244.716285794801,102
"103",103,4.99999998547491,0.00927319964124602,0.023869728944606,0.242877727186187,0.999999988168536,0.466769232109226,0.0233717146892297,0.321116724131099,0,182.123985558277,103
"104",104,4.00001390138448,0.00705958437926354,4.44381112133779e-08,0.0704357646660285,0.864475345875488,0.493748242616336,5.56217719234977e-07,0.317251177774966,0,177.50968809779,104
"105",105,4.99999296890602,0.00732016514600649,0.002629603659533,0.254411407590555,0.885652326295048,0.57404770135632,1.46786044402696e-09,6.24211939527363e-06,0,179.199057314018,105
"106",106,4.33844959203479,0.00549663005775328,5.10617990183838e-11,6.70920954673243e-05,0.70312130038477,0.579695699827228,0.0361825105637468,0.330772623623213,0,291.570240033154,106
"107",107,4.00000019178255,0.00368828271309451,1.63494016859389e-05,0.431934839325282,0.717169783843806,0.693704116476938,0.0174443943814758,0.127655570937961,0,348.570771126486,107
"108",108,3.00000015499867,0.00477102010350455,0.00116887966795061,0.0549520828926299,0.950683134795405,0.176725807464004,0.0282721655060687,0.329412670571645,0,260.489472785522,108
"109",109,4.9994648254843,0.00956458216244449,0.00134257443532421,0.0604239532348994,0.708245749635198,2.44331061814684e-06,0.013563490861867,0.0186075688345883,0,150.637858596981,109
"110",110,2.99999933648205,0.00650454630708192,1.82394805270191e-14,0.457381369014268,0.928009289528541,0.174289979794773,0.0290873663822115,0.303499591844925,0,269.155355533008,110
"111",111,4.99498713216717,0.00493943816713838,0.000427350008804853,0.304834890383403,0.602817318295016,0.00351619689557032,0.0640417946408076,0.000701542046186646,0,320.980503568941,111
"112",112,1.99999997285051,0.00593644355892805,2.00199651115521e-05,0.626531688322246,0.945899402303887,0.673381536063914,0.0280610252742442,0.255554394756731,0,323.560985337934,112
"113",113,2.36264718490079,0.0102863691286868,0.00303747922450138,0.473061642116275,0.955017352660012,0.999601224594806,0.0102659166427166,0.115031065820845,0,266.825224591613,113
"114",114,2.38626334020612,0.00363451340423007,1.68360124234259e-11,0.404856874587493,0.868399518016599,0.261147743093577,0.0112192811362883,3.0640356399797e-05,0,309.299523068431,114
"115",115,4.99999993952172,0.00660291758080192,0.00362081209646496,0.315698345683053,0.644804547434072,0.134322997932222,0.00528532358290817,0.293504152453438,0,191.226510320608,115
"116",116,3.00000041200777,0.00929184964448882,2.85820424414384e-09,0.000637539006495493,0.645148842175407,0.743841925836559,0.0170025519658527,0.000165406920983258,0,260.565515984232,116
"117",117,4.44362446409625,0.00942259143883707,0.000332001859255266,0.411126067677203,0.972070578099725,1.1354784173985e-09,0.0291290066329665,0.319715211026879,0,188.898588826005,117
"118",118,4.00003071022188,0.0107278836511216,0.0142783789818703,0.0774803359605049,0.920805569728799,0.77133279577112,0.0169551955869221,0.103307850639192,0,167.981338731362,118
"119",119,4.00000001602751,0.00406321347918094,0.000125161398322975,0.126263784404196,0.768801452092902,0.575758914913786,0.043744068556828,0.2715100107349,0,315.840347887636,119
"120",120,3.99999949092148,0.0159777598638386,1.16986365062686e-11,0.0507014518544139,0.99999977158485,0.834042403586582,0.00354725466862152,0.00426052349359157,0,135.561727452161,120
"121",121,1.00000000590904,0.00457635630478372,1.5324255425315e-05,0.716745436023424,0.999999986819151,0.428090909369308,0.0467681864328934,0.202241911743169,0,346.953045946567,121
"122",122,2.99999954769492,0.0100613698432577,1.73439050875669e-05,0.16188967700243,0.999473217874806,0.505350830283973,0.0151090721042188,0.137534613892193,0,178.234969210328,122
"123",123,4.99392734462378,0.00475794004133491,1.4220344623122e-05,0.296071818314033,0.619417220347738,0.0214339387235611,0.000796985437521315,0.0862013436742468,0,219.970263823812,123
"124",124,4.99999991102478,0.00747288513835305,0.00320144878431183,0.319456823071849,0.885431290126632,0.716494090533362,0.0118610293898015,0.264124273150893,0,213.543818259444,124
"125",125,4.9999999549207,0.0128957364232861,0.00786619524753903,0.304830249542663,0.836488377792888,0.609617441792603,0.00850278896045261,0.328274373758224,0,187.685971213526,125
"126",126,4.00000001852055,0.00677868518837836,4.72701082817591e-06,0.0694899932300497,0.810801025169037,0.619563760126893,6.90036707769028e-05,0.0432386433773269,0,224.568636595284,126
"127",127,3.99999978532603,0.00392059711197189,0.000221909815606238,0.44436525494702,0.914024749741702,0.149569955400017,0.000948960578441469,0.29832624647631,0,267.189090507863,127
"128",128,4.99778906348528,0.0061923949494279,1.76608345693696e-06,0.094284413530901,0.927636159782994,0.293826969055931,0.00528036395473837,0.293330556735659,0,167.713304242673,128
"129",129,2.76477540341167,0.0135376698072761,0.0158701211531338,0.117167711379143,0.999999999932413,0.848864136085228,0.00834575445152548,0.23961806456208,0,157.37002901053,129
"130",130,4.98144119667055,0.011811977224905,0.00192266074216584,0.0954413685399478,0.627540429102793,0.812483220570188,0.0205561826158234,0.331590207084655,0,216.685115274261,130
"131",131,4.67920695722587,0.00631634129294664,4.4687813546422e-11,0.412468076702423,0.801865108304084,0.581744209941792,0.0104413264014023,0.297083808392753,0,254.509614781709,131
"132",132,4.9999999432896,0.0107099883841568,0.00645389414679465,0.296062821557107,0.999999996418816,0.506196437799218,0.00303704181766077,0.0389854796040727,0,120.527008382827,132
"133",133,4.50339591061388,0.0143932563113859,0.000549944489078674,0.197383367836317,0.999999987528327,0.82959500906145,0.0123950004256056,0.2969049412327,0,153.175880513726,133
"134",134,3.27058460188777,0.00659347098834874,6.7821177347036e-05,0.458078559775298,0.731770657915072,0.958340723177165,0.0288584188770911,0.188523090249836,0,333.363878491819,134
"135",135,4.55361085552053,0.0106905079558913,0.000731249917725928,0.209162641723069,0.793670248437731,0.575074219126879,0.0267263576027613,0.333333334178188,0,181.684642534192,135
"136",136,4.99971437426823,0.00843060969754675,3.31513153155689e-10,0.0552233186887877,0.565572587696486,0.954394341680385,9.34099905574446e-08,0.017138400993397,0,244.889010838631,136
"137",137,4.99999896979942,0.00767410231817705,0.00172408706189578,0.0933811394749136,0.75316445117258,0.821547663844036,0.00775092205095261,0.00721711858456158,0,249.119954657656,137
