"","X","kappa","alpha_pos","alpha_neg","phi","rho","rl_off","epsilon","not_pun_bonus","convergence","nll","ID"
"138",138,4.99998389006449,0.00703339816269523,0.000115934053993789,0.0128312616277888,0.602572003568313,0.758239507419591,0.0408353207270117,0.344606606477963,0,324.55877603386,138
"139",139,2.00000168332933,0.00591922497838666,5.22916341894421e-05,0.34054027089846,0.800945360572894,4.9898445200408e-09,0.0159245950879244,0.120825650434079,0,248.003954481675,139
"140",140,4.99999895394642,0.00955974280439255,0.00204860204979455,0.047780916683156,0.832041881480348,0.966592237440862,0.00591497688011086,0.0893020228240401,0,207.470682075486,140
"141",141,4.99999996109124,0.00645312718946648,0.00407773829347901,0.310876130331183,0.777578606895506,0.6327237906359,0.0451263945922448,0.293174524427525,0,279.652436413351,141
"142",142,4.00000004345148,0.0137499814590037,2.21728548867307e-05,0.283876809750034,0.940377913793804,0.765805718791208,0.0398853174088264,0.298382086239242,0,184.545571801389,142
"143",143,4.78952979941577,0.00733874376836365,0.000561339013685139,0.0369946265802482,0.872467561831315,0.938881840117419,0.0220339184241279,0.319586107594272,0,265.215062519898,143
"144",144,4.00000026791837,0.00186128694552143,6.37468362176099e-05,0.284307435321131,0.799092430277633,0.619097013163765,0.036135542889604,0.291838064383967,0,357.249086802449,144
"145",145,2.9999999303194,0.00683619783727252,0.00322443993628252,0.419266181061128,0.888325122815166,0.326129211375716,0.0132815870368165,0.0149586699857794,0,222.213600397965,145
"146",146,4.00000032605942,0.0103669930147825,6.26975208765897e-05,0.207225327983188,0.751472108166689,0.59638451219203,0.00691844727179594,0.165577631487741,0,178.518986096822,146
"147",147,3.000000180102,0.00458460084262598,3.41895400873333e-05,0.0804632788250118,0.588142168107124,0.96121122445192,0.0215466429882774,0.166866725394832,0,361.716606780305,147
"148",148,4.99999267276571,0.0062701668849931,2.05754636006204e-10,0.510995492213205,0.74676885215102,4.295808343267e-06,0.00605707694599251,0.252015841856992,0,208.027585679272,148
"149",149,3.00000000203528,0.00648745733656369,0.000143765822575561,0.363520411678572,0.904426542122189,0.0431380771482403,0.0307754937421662,0.266375209550083,0,221.146619135159,149
"150",150,2.5880471701376,0.00364998771053052,5.43525018998118e-10,0.616818349997014,0.859926323523081,0.99999150725517,0.0126147250300845,0.19289345737774,0,365.687316138321,150
"151",151,3.00000025245453,0.014096606303781,0.00342952090665376,0.566070717774763,0.625838529478927,0.493792905379946,8.84938862235824e-06,0.333333049660151,0,130.03094697355,151
"152",152,4.99999005821889,0.014206094664168,3.8113093629726e-10,0.34824938308248,0.841338607645445,0.616190025556283,0.0112107349551593,0.279799958057986,0,155.772387122407,152
"153",153,2.00000006005878,0.00523766013372027,0.000659079181588672,0.514484294523311,0.990463947924726,0.168175392675561,0.01341072206445,0.210806862524402,0,258.295611380854,153
"154",154,4.99998293565897,0.00463156341904111,1.31764418486977e-10,0.31257108582375,0.813821400056531,0.268187415506123,0.00460550399052318,0.104433819374117,0,234.18381008019,154
"155",155,4.9999793027192,0.00359480225773929,9.32800778793143e-11,0.31097405958054,0.671900903633959,0.999992498346211,1.07798374975085e-07,0.28847712391607,0,344.879677622039,155
"156",156,3.06981572281504,0.0110333046668443,0.000260626972685433,0.129005921463328,0.811761036784569,0.861670484488592,0.0260054216550257,0.323972916236834,0,252.833311677223,156
"157",157,2.34635417498838,0.0114365721282369,0.00233879882932309,0.320424968912281,0.999999972519708,0.875628672220713,0.0162947113623162,4.18567489519458e-08,0,222.317554650549,157
"158",158,4.00000011546167,0.0117095626960903,0.00469905863268767,0.240503198736183,0.807533039334695,0.944183205750446,0.0358829242672461,0.285977652220652,0,248.533064257366,158
"159",159,2.00000003801729,0.0106297262537626,0.00234210902875988,0.326172189977469,0.999404246215198,0.78420274925196,0.0101703348974672,0.304926779032321,0,224.138036258776,159
"160",160,3.00000006620886,0.00578410303130191,0.00157791413528862,0.505896402344282,0.967082762351607,0.876977505938287,0.0277585918242707,0.295039229355057,0,323.581789856442,160
"161",161,4.00000014168285,0.00674148585306591,0.00192319744145645,0.0916346424923007,0.996280140803525,0.282883799818154,0.0148863091922608,0.15230734109045,0,175.856925358513,161
"162",162,4.9987779930917,0.00572307042134839,1.64718270499794e-06,0.186662594243436,0.806409317292052,0.144035473811733,0.0564227573245501,0.321744653643747,0,263.021996694219,162
"163",163,4.99999096494864,0.0105299435689553,2.25679252770133e-12,0.218078936576021,0.785076373047189,0.683997179328872,0.00792555184884378,4.2046888270398e-06,0,163.497636092768,163
"164",164,4.99999975567828,0.00807577205068102,0.00721128425645681,0.0375247143921693,0.785611813658465,3.11506132609857e-07,0.0279348395596269,0.0178282558874492,0,166.624973086683,164
"165",165,4.85689572936757,0.00574124580849376,3.16637557580299e-05,0.445896363619443,0.800942535122998,0.987001065403989,0.0180394975945916,0.333333338006896,0,316.792855747437,165
"166",166,4.99999929580137,0.0136684339264637,0.00729942492369038,0.292515216073413,0.915560356092952,0.99999999949328,0.0111351622450894,0.258530555100505,0,172.796602302524,166
"167",167,2.74006436717689,0.00536944797647018,8.89559589487837e-10,0.349725570700373,0.955912775467804,1.30314119154686e-05,0.0242482826927371,0.318554377782365,0,263.983732442991,167
"168",168,1.00000000427419,0.0118286757838755,0.000121811376271845,0.000157006300173465,0.965399541501348,0.405172806137368,0.0335887895306765,0.174638354558282,0,220.151277352384,168
"169",169,4.31904060012266,0.0101619428639873,8.45887557107483e-05,0.0339668030302958,0.694797637325644,0.563880293277234,0.0403568603572217,0.246334434832093,0,220.739301306653,169
"170",170,4.9999995345919,0.00482882594996481,1.65908122573693e-09,0.225706144451145,0.63908958736026,0.112907578181891,0.000813926637643682,0.287871226285283,0,229.508130522471,170
"171",171,4.97410512417924,0.00755996174243365,1.18437780773226e-07,0.180827585886195,0.786729917328712,0.575937727661296,0.0224320560731505,8.99491879966383e-05,0,223.970544931809,171
"172",172,4.99999995901594,0.0104989619623574,0.00718907007384403,0.00389820553044113,0.881422854357806,1.65633822882542e-08,0.0200721940821108,0.0834080167659457,0,119.330905988498,172
"173",173,4.99999027839337,0.0158249032907594,0.00420953552118554,0.308913305341208,0.965865474410861,0.999999999850999,0.0434885996627922,0.304081737738206,0,221.964034518239,173
"174",174,2.00000000970721,0.00718982360148861,0.000669458022752156,0.0282797979468852,0.845449515375716,0.633570163237394,0.000185175346063117,0.0812900766153493,0,255.470524140853,174
"175",175,3.80104543562415,0.0123723832310598,1.033715941415e-10,0.214876853137745,0.856830661882553,0.666944448153468,0.0119529186011323,0.319523874260122,0,180.279895082297,175
"176",176,4.99995788793752,0.00634842207963122,4.33293120953727e-11,0.308199533965406,0.998425354672203,0.786261311220803,0.0439111751717158,0.331999071272323,0,255.653667790101,176
"177",177,2.95868564911837,0.0121497641606837,0.00171305685234974,0.313195390816335,0.755148625162523,0.809565262850757,0.0145985181655357,0.310752830232152,0,248.017412707732,177
"178",178,4.99999901371299,0.00842620281371583,6.21222891642249e-05,0.320141003219869,0.765813108559687,0.918418018756099,0.0204925670013448,0.314092937430428,0,270.670986840375,178
"179",179,4.00003291931804,0.00579033604597812,1.83922380799762e-07,0.315890500851037,0.629935365963146,0.000150261554553652,0.022588751470711,0.350205777605187,0,246.875584975544,179
"180",180,4.99998131955096,0.00399109034106665,1.82451601545038e-10,0.258333385658384,0.688100352879535,1.46961767771128e-05,1.26889136175936e-07,0.262409165468807,0,252.480291005116,180
"181",181,3.00000002227919,0.0110501637334909,0.000350175035555318,0.402867634501525,0.970823929558981,0.159622919482979,0.0131422480689746,0.285691782282349,0,165.595286599268,181
"182",182,4.00000027652983,0.00747536132135637,7.0524601032581e-05,0.271386112115682,0.783547169417567,0.276186147871239,0.000109964526167208,0.310192925074188,0,189.09882636392,182
"183",183,4.99999056901601,0.00382371514463905,7.55719219402317e-10,0.364918534972672,0.736207628684845,0.346130495367675,0.0392867893277288,0.33192921538532,0,319.157772404693,183
"184",184,4.79822955243489,0.0119904013476447,5.113710114679e-11,0.22216761959716,0.872182661136272,0.715702454394782,0.0163715606352341,0.292567495157038,0,169.824068474176,184
"185",185,4.99999574155898,0.0101186657213588,3.13251878246598e-11,0.212937416646922,0.719506438990164,0.65339248429264,0.00977678251134693,0.291853843995512,0,205.853428810713,185
"186",186,2.9999993949211,0.0103365628672778,0.00822301115354368,0.95268262737965,0.0425833301998466,0.0333971206134687,1.90352868660367e-05,0.1804599230274,0,169.762866492923,186
"187",187,4.99999991330206,0.0118792325388534,0.00232073724536996,0.00521973193036536,0.676334372357332,0.780351124718141,0.000978375526296147,0.0743345647813261,0,172.674832959961,187
"188",188,4.96899832754272,0.0143578850497192,0.00509997171158242,0.0645294885069896,0.923396068316441,0.69144130880879,0.0152552627017966,0.133752064510701,0,146.741701672769,188
"189",189,4.00000061593517,0.00540282978222475,5.54178631759116e-05,0.319900341595456,0.585682118471964,0.899651785416186,0.0750624911510544,0.0667660719606109,0,364.083063738321,189
"190",190,4.99998209560175,0.00944677036957221,9.60681661675098e-12,3.59614581302759e-06,0.746745949064972,0.108636534931123,0.031357804873071,0.325223578452933,0,186.015838066789,190
"191",191,1.75559045990147,0.0104522414127087,7.14515708735614e-06,0.122215125873358,0.999081508290771,0.392234693641698,4.62209307433579e-05,0.0641644192843118,0,165.946968850478,191
"192",192,4.99999999419983,0.0061931536128647,0.00457955191625401,2.21489931862453e-05,0.874883376476727,0.733863778860037,0.0221387308145026,0.180765029651115,0,237.177144880462,192
"193",193,4.00000002458291,0.00834876944280789,0.00166113070619004,0.161382623240868,0.814063532079008,0.514994684193866,0.0101182367460578,0.253763698057452,0,187.573074060877,193
"194",194,4.99999978314075,0.00365403229925405,0.00763844851553713,0.115271705766951,0.734949395261259,0.419912697476331,0.0204605600488951,6.04413334415204e-05,0,267.802963224847,194
"195",195,2.03230089279759,0.00826325091855258,0.0072383742886903,0.570733966224191,0.998036277029358,0.413763620070537,9.74438402629059e-05,0.0518658844876059,0,183.451372804293,195
"196",196,3.79957003681896,0.00800852129525898,0.00110155867710745,0.0806304991443605,0.949014493112137,0.373621077138507,0.00569850791799993,0.00108503769565922,0,173.467816685349,196
"197",197,2.00000011347592,0.00616568994226197,0.0006746881347834,0.357570415248453,0.91560081589261,0.217144619806926,0.0153843653627573,0.330832763863744,0,265.091721254166,197
"198",198,2.00000001806461,0.00575571504341837,0.00215752333990314,0.537356037472,0.999500261796624,0.788687260635766,0.00015526570453175,0.197564077277414,0,303.16716606967,198
"199",199,3.99999990847093,0.00367160130282669,0.000208724844697252,0.67326060051918,0.723040169468455,0.138617280203326,0.0732952660116751,0.325824529110839,0,361.965401269246,199
"200",200,4.99599208143646,0.012570920723543,0.00135532018685997,0.25720351760175,0.759285697098441,0.6440902782829,1.570596839463e-05,0.0614741280846094,0,134.929516557654,200
"201",201,3.00000005777551,0.00916753344123387,0.00037230014113763,0.356221107792964,0.967501696124329,0.742918416757979,0.0158577145647257,0.202322396844709,0,229.267677294939,201
"202",202,4.56003567551746,0.006887328421474,0.00224174151026313,0.0196227263891603,0.736869162446752,0.421394324728231,0.0137075622325293,0.035506218167398,0,214.030449508334,202
"203",203,2.20059379904011,0.00432337179631037,0.00453959892574105,0.287455371699107,0.898022809546004,6.15517762952421e-07,1.71841277739099e-09,0.305386193605298,0,227.402773920771,203
"204",204,4.99999975687474,0.0126549688594634,0.0176581838157613,0.18082722745173,0.725188361564232,0.838681665670782,0.0158402858268449,0.308528901075544,0,173.888098862462,204
"205",205,4.99999042903401,0.0480755423975152,1.83337110018196e-12,0.0307383379513633,0.897733023561794,0.89244445199599,0.0138576715941025,0.0337711173738393,0,100.250935356602,205
"206",206,3.00000000106174,0.0117146089923491,7.03381144039389e-05,0.301048005398785,0.874574270468295,0.755258833626048,5.09570630858357e-05,0.30692090346351,0,195.159880954955,206
"207",207,3.00000013054163,0.0138529911570263,0.00176339555227622,0.308419083260956,0.990973886368896,0.66268217372983,0.0380742677410709,0.23036561231007,0,170.243904481529,207
"208",208,4.21761647223508,0.00858643037225892,3.42939162736865e-10,0.105058940469573,0.734794598188103,0.832187874548037,0.00650084754982072,0.0545205885227706,0,232.867048278655,208
"209",209,3.00000040814818,0.00909983989097407,0.00288300407643482,0.409401334867916,0.866043273641306,0.895818710222391,0.0285043657311066,0.293013963908872,0,296.633344104059,209
"210",210,4.99998288597703,0.00646080240600809,2.12213214547e-09,0.0351342199134523,0.965105566940202,0.531700144847379,0.0241126273296068,0.154765548556679,0,221.666961964322,210
"211",211,4.99999985364234,0.00845820267331374,0.00405203949049979,1.23188487907176e-08,0.858769717547126,3.03023402820914e-09,0.0204529666643438,0.323758023363752,0,149.92178554682,211
"212",212,2.99999990955453,0.0115858575926305,0.00115862233007575,0.309064209985455,0.998905027477998,0.360607302706989,0.0431357076408407,0.0910133124496847,0,197.85759726054,212
"213",213,4.25891052253301,0.00539246292123586,2.54468166927412e-05,0.308719635826587,0.836553394660694,0.828051158220477,0.00135449728611467,0.333333334428792,0,301.899213020922,213
"214",214,4.92475888988756,0.0026099854204501,3.26089021664389e-13,0.444017247366543,0.651723740028799,0.333028251184173,1.95245968410518e-06,0.253819663738128,0,340.745245827729,214
"215",215,3.99999992305181,0.00734282226837871,0.00161754088375686,0.396041819165901,0.899995880312819,0.476369636725438,0.00818616868750085,0.241925341586022,0,214.274704461443,215
"216",216,4.00002173316537,0.0163930287464955,0.00737577546753722,0.299402564095351,0.854186660820996,0.859847901092571,0.00430409863708729,0.18204277217541,0,156.277301859575,216
"217",217,1.44484273692815,0.0152839043699485,0.00644344177842483,0.590140414235842,0.999999970722784,0.851000348262062,0.00549272643794545,0.0966460580569829,0,193.975785239963,217
"218",218,1.99999986531582,0.010577158653915,6.44481869058876e-11,0.697213823119567,0.999999455842124,0.734044708994781,0.00967380561312433,0.0759918596055131,0,253.000556377053,218
"219",219,3.93970545196608,0.0120147154738077,0.0120507792402506,0.267694892271981,0.615992590919995,0.655671127649361,0.0338292698059327,0.140911413565557,0,201.85335499478,219
"220",220,4.99996180875281,0.00509852701901067,1.02012976780141e-10,0.613657225577177,0.771959559616117,0.835145589822625,0.0579331851138334,0.33594914555779,0,369.399154086482,220
"221",221,4.00000733074898,0.00966992836591511,1.09370440762412e-05,0.35179019713066,0.858901307331284,0.669782254133284,0.0189277290677734,0.214364530646804,0,224.523839348966,221
"222",222,1.01563826461795,0.0040805685863172,0.00014075361866965,0.481491122853129,0.581367146836537,0.873519465469607,0.0672343058027519,0.0706282625084166,0,396.601745854275,222
"223",223,4.9999998843035,0.00551757766176869,0.00539454391233653,0.297412084026387,0.904222294787255,1.525978279691e-08,0.0293047603413281,0.316503275743309,0,214.890142009439,223
"224",224,1.43070730022954,0.0084025173331073,1.7034374422705e-10,0.746235126682267,0.999999915878805,0.909627279863364,0.0119020017321596,0.254839593640184,0,320.501342863468,224
"225",225,3.38982955065478,0.00423768695117032,0.000353368611477747,0.432808684157793,0.733959509926365,0.890911119208664,0.0445540412427097,0.268268685879506,0,366.682453384699,225
"226",226,4.9999885357548,0.00873833785335583,1.71508106425344e-09,0.221338154550322,0.502138593162974,0.999985884725799,0.0183163798909365,0.34688599166637,0,301.102979399835,226
"227",227,2.73684466405751,0.00485959295079033,7.62018080890698e-08,0.545169796464737,0.824360898516314,0.568868354051973,0.0415583638458938,0.00308196965988515,0,360.115697645641,227
"228",228,3.00000004417636,0.00597691352944922,0.000173025459519344,0.0915297251570612,0.696795079690052,0.36397561353173,0.0171279618498798,0.289529443994866,0,261.819187268916,228
"229",229,4.02157015267605,0.000767447963620675,2.78766827158521e-10,0.426928679008349,0.730946241501903,0.000204236221463441,0.0480998788663324,0.310596908158936,0,385.77792744797,229
"230",230,3.47666189454273,0.0064393388353613,0.004733038638309,0.00460737204749869,0.810712065395233,0.363917160929948,0.021188750449923,0.0308000038997163,0,212.280795454473,230
"231",231,4.99999960252623,0.00542466161529047,0.000167315736113462,0.491265894561271,0.848696110041882,0.611189779956384,0.0178952924745346,6.22625205485763e-08,0,272.338042718012,231
"232",232,4.89554213799877,0.0121935868926505,0.00102705665966612,0.321647102871408,0.755799332814623,0.840280010044222,0.00986132142034083,0.0181209296077842,0,176.530082064155,232
"233",233,4.06576000839941,0.00460644472711091,9.5915731167903e-12,0.298938037627741,0.509472373505718,6.40964106101191e-06,4.04112097618646e-07,0.305466117433183,0,262.439809311941,233
"234",234,2.14231386643216,0.0047728057940268,5.54724073694856e-11,0.653677070050323,0.811902208600245,0.999995143930443,0.0548538076148783,0.327350259047149,0,384.905397555873,234
"235",235,3.00000002482469,0.00567467281597687,0.00114043438716023,0.461338688699253,0.792158374079691,0.731336652310562,0.0296987695538551,0.31978829099929,0,329.330025624197,235
"236",236,2.3282773512727,0.0105102510869266,2.91677251152792e-07,0.51215927484616,0.872888537754733,0.999970209500381,0.00996875181885806,0.00206160360655266,0,270.505595046203,236
"237",237,3.00000015964419,0.00491212169044388,0.000540118624721443,0.376443452389285,0.810789891979978,0.837829482415115,0.0158778982736958,0.333333219524167,0,321.687997910284,237
"238",238,3.00000091106677,0.00657001254329374,0.00152775657229408,0.164716667700679,0.815300522722363,0.373363995159295,0.0234283484144657,0.137959909088435,0,236.767558036917,238
"239",239,3.54163433365875,0.00604917085666361,1.47425908827635e-11,0.443706793348844,0.999997082591305,0.70669383442079,0.0495778899696871,0.291844328584466,0,303.969828892986,239
"240",240,4.99999989612656,0.00934493760198518,0.00376924582453442,0.0847160034641391,0.999999991819646,0.794240828131005,0.0342721754101748,0.316178270239105,0,219.808135499124,240
"241",241,4.99998427032048,0.00593450367083082,0.000371858754161868,0.167897041413797,0.731594612812435,0.620868480698791,0.0022927749930931,0.306340791215026,0,268.007067495248,241
"242",242,2.02804944285879,0.00353190523935397,7.50224196671346e-11,0.305182372927822,0.959113191129105,5.96304340652273e-05,0.022366995674967,0.324991089278139,0,298.196433619817,242
"243",243,4.00000001426071,0.00685653885364019,0.000999781153512234,0.399622307932439,0.755615145655997,0.811178810298915,0.0282704562582302,0.205405765436448,0,303.416400131421,243
"244",244,4.99986746761768,0.00649657798062535,0.0203486957906917,0.212301176829858,0.688620912583327,0.0604041705933079,0.0288863731037368,0.0334663847327754,0,176.78857647992,244
"245",245,4.99999939073611,0.0043344727851392,1.33960540769855e-10,0.555283437702722,0.882503699317837,0.999999827786253,0.00677087124980636,0.358752406850233,0,324.244407100822,245
"246",246,4.99999954881695,0.0068823595978052,0.0020991136371289,0.430733481055079,0.713149017613709,0.526527397293106,0.0202081960586745,0.333333219793127,0,235.976348426118,246
"247",247,4.36386097715036,0.00604803827861975,5.69308573773132e-06,0.140293471472135,0.693931003647833,0.000403179142204232,0.0152461630016958,0.154093563350223,0,202.400964194316,247
"248",248,4.0000002627139,0.0140498290412508,0.00546456672934347,0.0611561945124823,0.899939349405074,0.940504539600843,0.0290398527335862,0.145678275529571,0,196.363504250859,248
"249",249,2.00000003411241,0.023865841028473,1.01311866545825e-05,0.0579094437263194,0.811994257677797,0.752858240872317,0.011922879175176,0.144375525260831,0,145.065341417832,249
"250",250,4.00000349862864,0.00816131212819171,1.00321702160322e-05,0.0863766072781294,0.59055953533029,0.416876654962065,0.0201611969514657,0.322336421685099,0,246.47477872473,250
"251",251,1.45373432697039,0.00547732537676967,3.00775211541198e-10,0.478143480845459,0.761589914527327,0.999998220316181,0.135486357675119,0.273781115508512,0,396.738607798392,251
"252",252,3.32595691936526,0.00328305527800626,4.65098299443466e-12,0.467206258289581,0.726067837999105,0.375038197657076,2.9622385287255e-07,0.220218926266886,0,302.573250167083,252
"253",253,3.7470404930686,0.0109529285633994,0.00293933938952904,0.195199165006025,0.927474214258568,0.790528113488317,0.0262852087399466,0.333333333535515,0,222.122376754556,253
"254",254,2.71612010959217,0.00739785835739937,0.00581103688411641,0.56195331122198,0.940622676481036,0.583417046767279,0.0143356957510433,0.0118371102014304,0,241.178688258042,254
"255",255,4.99999716034042,0.00956015818368063,2.40206408232072e-11,0.206917287266654,0.833215429168127,0.999999541731408,0.0228274737463501,0.296943892207514,0,259.574791211686,256
"256",256,3.18511087790664,0.00572001927881327,0.0090696142288442,0.377433518213747,0.999999999623596,0.984903574634476,0.0266835354786772,0.294120971595835,0,295.511680287093,257
"257",257,4.0000002661488,0.00745108729908484,0.00386307538293957,0.392879222436883,0.807413343013873,0.514835409834582,0.0325850208314741,0.219268214110874,0,232.810710651849,258
"258",258,3.00000059391038,0.00518678468042605,0.000515181053068534,0.0135948370961815,0.775783718034768,0.613696165329519,9.45909902091787e-05,0.161555994524928,0,280.89474443744,259
"259",259,3.54477943613605,0.00895780978207508,9.98796635092193e-06,0.291284511891889,0.662429795145178,0.368445593669197,4.13052484983366e-05,0.0505590777072051,0,209.810091071245,260
"260",260,3.00000020540378,0.00780852062255262,3.52697385550014e-05,0.25525385256272,0.809051570518902,0.477413221504074,0.00699664392266353,0.284176625053128,0,213.454943108044,261
"261",261,4.9999921153179,0.0094185151283969,0.00167402581742661,0.264451946892758,0.634487342735485,0.114584460924975,4.45415097875411e-10,0.2755677268459,0,143.768657166682,262
"262",262,3.99999937557553,0.00619176058621811,1.81088090164484e-11,0.485742981469785,0.999997076729231,0.432241838094209,0.0206839944138205,0.242545681690972,0,251.225755865893,263
"263",263,2.35744314287459,0.00318087726770628,3.38487790486098e-12,0.564784466888389,0.711575317136949,1.65771550556795e-05,0.0251514373015482,0.158452875356428,0,330.366592845193,264
"264",264,4.99970068089804,0.00361113327244739,3.77176352894118e-06,0.124101185900634,0.568523933455146,0.000409272461681649,0.0251664055697433,0.708018531952757,0,303.185644311514,265
"265",265,3.99999931679538,0.0127394658302563,1.14572019666928e-09,0.441651308090006,0.933782220923959,0.984246015835908,0.00801580581385631,0.273767480258683,0,238.902912959231,266
"266",266,4.00000029984723,0.00149442599460605,1.92393349240308e-05,0.38331749662012,0.749521644811417,0.968446386598557,0.0448429246310874,0.33165575295673,0,373.97383967531,267
"267",267,2.35260477968763,0.00981937960796997,0.00332566244814057,0.29712419684296,0.99999999998489,0.728426665452931,0.0206159684500105,0.290859325718366,0,239.801252581629,268
"268",268,3.81794254340267,0.0050322103634175,2.95543776932785e-14,0.550985648533368,0.902984450342411,0.355246571353456,0.0292243463787061,0.270591289106637,0,318.817624390279,269
"269",269,4.99994749094918,0.0121247580603607,8.79430511877132e-11,0.258852359572091,0.930435912933768,0.83203279792658,0.0268437118504025,0.301797003610639,0,219.175631166317,270
"270",270,4.00000193493678,0.00641996387210836,0.00254256225276045,0.378277285538587,0.905991569151064,0.650730667357958,0.0263811692169393,0.344730278273505,0,279.169998423953,271
"271",271,2.74947126627553,0.00693564213330768,1.15571744847571e-05,0.499305512499161,0.931470250002209,0.929660435544669,0.0351717875775026,0.333333340530577,0,335.254441586195,272
"272",272,4.96072872268843,0.00186292111817596,4.26866595503584e-06,0.00731679516836215,0.821794192184945,0.409015651654686,0.019751594407204,0.165442755890478,0,320.392092096669,273
"273",273,3.00000000880432,0.00469038583877082,4.64527984095764e-06,0.186737536944739,0.704509503918715,0.621043357914361,0.0285130448548933,0.298729073990559,0,322.919049701255,274
"274",274,3.0000002270683,0.0120642107067139,0.004205707499848,0.327648367563873,0.911852460237666,0.874228990612761,0.0202523174608689,0.264805946449923,0,220.293704045086,275
"275",275,4.58748604057256,0.0129052956651807,0.00408229409438896,0.295455125925897,0.89846690286675,0.815386980614265,0.0108559458345662,0.281410019759969,0,168.339300784574,276
