"","X","kappa","learning_bias","alpha_ck","phi","rho","ck_off","epsilon","not_pun_bonus","convergence","nll","ID"
"1",1,4.86122414894972,0.712914631727223,0.00909158046691908,0.182167560851457,0.988375078916886,0.659289686426128,0.0646426977615355,0.293843887607628,0,312.261805575345,1
"2",2,3.47325062673799,0.145305173910228,0.00524560391728198,0.130276749086228,0.849275017860115,0.293085267177688,0.0428053764421964,0.265717425672626,0,327.132048179861,2
"3",3,2.91867870722665,7.82678128794097e-07,0.016440303031091,0.0331739010795448,0.992869988124771,0.365820157242873,0.0202809168660326,0.158562478131276,0,175.111476478552,3
"4",4,4.99999997404635,0.387154636405358,0.0100826584327052,0.28273440288276,0.719214160028064,3.17579682677927e-09,0.00205907182780046,0.304836040982642,0,206.475184512663,4
"5",5,4.99999987195533,4.47062703086608e-07,0.0141461963029908,0.0089232296406994,0.944978382140594,2.66503480297302e-08,0.0201175724424351,0.165145255054927,0,150.079280280389,5
"6",6,4.00000003569668,0.138949685117282,0.00942177900791224,0.024896044879056,0.779008110399857,0.0452851234010285,0.0117041380363246,0.22323326722521,0,203.987615594451,6
"7",7,4.72510754462367,0.582874131262066,0.0105187782378216,0.504684490152161,0.714292203455431,3.0919659663266e-07,1.57262062872141e-10,0.240592107740857,0,258.494920473774,7
"8",8,4.9999999545354,0.694789069225515,0.00828169090187244,0.269178233390063,0.871545835616305,0.371790311634214,0.0216134682602616,0.309034621997477,0,253.788041352408,8
"9",9,3.00000026346748,0.000371104025904055,0.015008079437503,0.195210847915026,0.900277329440611,0.000290752984816779,0.0130467881527336,0.298724877140703,0,175.081415927002,9
"10",10,2.99999782593181,0.70483515835108,0.0100964437614085,0.485564083321979,0.999999941177295,1.55029946542216e-07,0.00710514674273715,0.259006617303879,0,257.908789287981,10
"11",11,4.99923490948995,0.0179628580265891,0.00991648248552179,0.193635454374796,0.9419453030505,0.281360271658825,0.0129246032547283,0.0718800937005213,0,212.450480246109,11
"12",12,3.00000609581603,0.664836118984855,0.010283645142539,0.392798194191248,0.990194982541746,0.449505471259697,0.0156581039319064,0.125019997944427,0,246.273945756933,12
"13",13,3.99999981125796,1.45997877449582e-08,0.010949148091347,0.00260322732324816,0.665782282861879,3.5461905848581e-08,0.0137713643080124,0.174565621027277,0,181.535774562242,13
"14",14,4.56709879972328,0.430320302927038,0.0108448796849938,0.360652385051191,0.79748729617285,0.71313473294129,0.0147307268781434,0.333333334931818,0,315.016849555563,14
"15",15,2.30280530675816,0.377333739235645,0.0120115431414901,0.0805658018712984,0.902232414442793,0.369465391313891,0.031081646013806,0.335950631878577,0,253.205116075534,15
"16",16,4.97442300834259,0.129369873514725,0.0136907421484101,0.00346985867210078,0.691403836381366,0.193177840807198,0.019950383388551,0.343039752598278,0,204.527289510413,16
"17",17,3.65490805624517,0.408858469478366,0.0126533172303621,0.121012193284994,0.838508324072763,0.0335642626273458,0.00898646646826235,0.0649485382218433,0,171.490074388455,17
"18",18,4.77434091570662,0.891118214249413,0.00507604515798135,0.347466710659448,0.770181424612846,3.03496393564301e-08,0.0173514697952215,0.319225573767549,0,283.889334384726,18
"19",19,4.99999993716396,7.25715531690899e-09,0.0110727702876724,2.67006393392914e-08,0.910338739373424,0.105058680503991,0.0121547787698096,0.312989334087255,0,155.104988114322,19
"20",20,1.8728306654427,0.802461093808609,0.00471845730470423,0.184272724298178,0.860353608378076,0.682202245329953,0.092331308283701,0.218334854396893,0,386.266558987906,20
"21",21,3.03546772070424,0.0624728622436481,0.0137709561882236,0.424386118086939,0.899984069771849,1.89160255404289e-08,0.0592172775228873,0.324512139541234,0,243.591543229076,21
"22",22,4.9999999194076,0.481560143301242,0.0109338199597621,0.257009913137211,0.932454622378824,0.0315550137842025,0.0196901864504556,8.75578772185087e-09,0,161.681829571802,22
"23",23,4.99999995778222,2.64516758775058e-09,0.00935243900435926,0.395669224993294,0.999999938170343,7.27966807448441e-08,0.0089920448908752,0.307944036055256,0,193.472312274457,23
"24",24,4.99999983597452,7.94882045302243e-10,0.012826324387904,3.47863284880116e-08,0.999999983953778,0.37603375344899,0.0059521154603688,0.30736664427274,0,153.00278497689,24
"25",25,4.99999998374744,2.75879201062922e-09,0.01252735345489,0.000292980437677078,0.982615662124526,0.532610017087054,0.0314045705366886,0.143350993823229,0,204.105316560719,25
"26",26,3.99999993869493,0.913148433591151,0.00686568304426477,0.55713337411507,0.997104136693488,0.0283811065420332,0.000201270056610949,0.27382831085235,0,265.463732917786,26
"27",27,3.99999922758569,0.158027595765964,0.00690081099174653,0.398104790798376,0.725051413697405,0.00741122164864926,0.0178245949736202,0.253054415259454,0,282.264441364901,27
"28",28,3.60343821937112,0.126870949488503,0.00730039091608413,0.61606959560283,0.936150792006208,1.1675410506694e-08,4.01003175075313e-09,0.289232983194258,0,275.335666292073,28
"29",29,4.99990614194042,0.0108468705106541,0.0101376124196594,0.0565023293346276,0.930416573921961,0.592349071043865,0.0287752723655898,7.95286383101295e-06,0,246.45102593142,29
"30",30,4.99999986295859,0.00664570443343628,0.0112946576843372,0.291193903642804,0.999999980713479,1.92198171209632e-09,0.00674985994197115,0.0505863726081503,0,134.50724528477,30
"31",31,4.99987475473887,0.548607085095309,0.00633977520028129,0.0449374501837128,0.793811979387828,0.224332252610413,0.0278792706095429,0.0905919419608053,0,273.201049428651,31
"32",32,4.99996928063,1.20796095574787e-07,0.0193935078928031,0.20066560427831,0.894870576318469,0.572462549549072,0.0151409315300028,0.0472995488692018,0,176.069435067779,32
"33",33,4.99999981742798,9.9463383420447e-10,0.0181148402427602,0.327936952285508,0.948539363762915,0.563759269003713,0.012051655344583,0.0910844116029796,0,159.91872709168,33
"34",34,4.99999846967943,7.67163167183805e-07,0.014046665675881,0.100426158156027,0.932866419466826,0.295281616906101,0.00886415859704945,0.123570075490449,0,152.240140294058,34
"35",35,4.24334675783689,0.472293130091117,0.00857381106761971,0.226676830395916,0.837147613509229,6.46285012888036e-06,0.0395102899659975,0.0236851126021025,0,234.865214762878,35
"36",36,4.73566857012874,1.22523179531337e-09,0.0106084239986166,0.340599853519396,0.954849102828802,0.407512226252167,0.0110084861532259,0.312512275492506,0,209.487852773335,36
"37",37,4.99962254959914,5.83783774851694e-05,0.011897467958384,0.113326813421291,0.756658158626392,0.000152096281474106,0.00749445195111783,0.127328884240327,0,158.021823858311,37
"38",38,2.99999900949463,0.50076050546686,0.00710343336670993,0.474764293106511,0.613374695214667,0.429049140290989,9.68092163594582e-05,0.264486370586009,0,327.663243694611,38
"39",39,4.96980212233119,0.00821603927952987,0.0115221734787127,0.0447307390227689,0.866389569852894,0.53597827953603,0.0305590016050018,0.150816789938683,0,215.535014940597,39
"40",40,4.89645801794977,0.23966542106601,0.0118383520189249,0.0927665898118323,0.872055360622709,0.158096329785924,0.0281915380428941,0.134618837037536,0,191.17296170256,40
"41",41,4.00000024516419,0.328505656836652,0.0100341532983134,0.436595669581737,0.806254385239364,0.306957116894579,0.0114670027829233,0.0803116676482752,0,262.598367486397,41
"42",42,2.68380574160914,0.216539059575232,0.017298906149655,0.535456513565907,0.999999895805538,2.22105376626718e-07,4.73112041580562e-10,0.225549825226404,0,148.723866570329,42
"43",43,4.99999686308292,4.57160491662163e-07,0.0122925957706759,0.0198215477082513,0.95702029311284,6.99357003049987e-07,8.4692009088621e-12,0.303701956240216,0,129.82107435085,43
"44",44,4.99999987416168,1.34455301439302e-09,0.0141527623188056,1.89687358706099e-08,0.85295030003634,1.85178065183725e-10,0.00180478746200193,0.0203039424559304,0,114.080888188164,44
"45",45,3.0000009625414,0.99611984208623,0.00512800512523518,0.560271877203241,0.662247892800557,0.00280379718985589,8.13394541154243e-05,0.280460093234115,0,327.365160748217,45
"46",46,4.00000001866674,0.116892497545157,0.0103281368704294,0.310622577107876,0.794237636881221,0.00124290383214744,0.021368867402939,0.290892842772033,0,213.98312740224,46
"47",47,4.99999991789041,0.74864936432425,0.00900697577530678,7.8754491228327e-09,0.961818675930449,0.324850498509789,0.0276801048259387,0.323523985797344,0,232.559267420474,47
"48",48,4.98036036196553,0.0029213043336351,0.00946013527042584,0.12277557449661,0.749199225596165,0.0284130209629947,0.0231139952197539,0.315719999881661,0,215.698276824171,48
"49",49,4.99999997284191,4.36843832681316e-08,0.0100374758370242,0.184973826790169,0.879256019468575,0.0618715703618495,0.00489023103009953,0.27174594525817,0,164.54563638196,49
"50",50,4.99999997400986,0.183954964889651,0.0107751577927321,0.249064193752483,0.838940268255186,0.10248571932391,0.0193474468768373,0.324063338758981,0,209.016657392468,50
"51",51,3.99999982293789,3.98446449645071e-08,0.0147631542057372,0.218396576391848,0.984313598744978,0.301170447555793,0.0106235643322822,0.119583242726653,0,149.447570534825,51
"52",52,4.99999991829079,0.0322801525970874,0.0216753792742386,0.208018955810276,0.976956340240592,0.328313743531461,0.034700690714691,3.15234250926563e-08,0,158.134216725977,52
"53",53,4.9999974248895,2.02893172773182e-07,0.0153981586328945,0.0102173385841314,0.862336976197214,9.88950418840853e-07,8.70508655335687e-10,0.321144413211984,0,138.755612088372,53
"54",54,4.00149923844276,0.569589532454353,0.00803021626683107,0.208633936612625,0.709856722308002,0.0908855221203572,0.0152214609588936,0.0530911673278957,0,243.918646735744,54
"55",55,3.0000001345555,0.553334155625289,0.00773546721769382,0.383597340038268,0.75463598197261,0.00359211837034535,0.0170249885703338,0.0223200707635926,0,256.316911818852,55
"56",56,4.99999991592691,0.113592993470039,0.0195540529876618,0.271922135890213,0.999999990557076,0.398302575441819,0.0164221814825906,0.211192498976101,0,141.212020647762,56
"57",57,4.68070540417772,0.107064163104817,0.00572557574937914,0.469893026917959,0.760979887704107,0.0564863379323148,0.0320150220574141,0.1154836318883,0,309.994149234013,57
"58",58,3.54207195651442,1.34514616156612e-08,0.0219455468631835,0.322921223229607,0.999999977517112,1.80809496737172e-09,0.00787058330916653,0.3215892043015,0,121.755180884674,58
"59",59,4.93080224345122,0.0267688817189601,0.0108949750951136,0.308086648037641,0.999701967429883,0.00333082349149763,0.00467680084744321,0.0235212552182934,0,158.581824124985,59
"60",60,4.42598444231897,0.0557974973781596,0.0134265665541873,0.119225722990108,0.967617951619403,0.00357633414191763,0.0226746761771762,0.145145626082459,0,167.815383635089,60
"61",61,4.99999983346813,0.492571541562717,0.00493306007341963,0.29688089672349,0.816065858062354,0.339549532691139,0.0252928702544701,0.259896086563831,0,313.039608692787,61
"62",62,4.00000018086786,0.0629682179162587,0.0102182530142004,0.270371202900546,0.743021607252381,0.107668598511615,0.0155198524514854,0.262024641982347,0,240.047736999441,62
"63",63,4.00000011856118,0.58705711163467,0.0116121104677214,0.484238045626394,0.882468785126184,0.826375685542088,0.000255622225515298,0.0497287170559811,0,255.010482409614,63
"64",64,4.99999997703816,2.72803326315196e-09,0.0104160553849345,0.157463394171198,0.843671053252485,2.42746044771775e-09,0.015459042545846,0.0588204997051696,0,184.58699148331,64
"65",65,3.52148526318984,0.00247606737955708,0.00227463977827496,0.482778263296129,0.931243624672364,1.52930071621261e-06,3.93466399558996e-10,0.313401351434652,0,325.969158352725,65
"66",66,4.48611354372183,0.11368746625187,0.00486516826955986,0.408255793269327,0.718909985516436,0.204106191235013,0.0244093976741065,0.333333338026601,0,338.214507300505,66
"67",67,4.97485738831983,0.376218586813762,0.00840225011163468,0.365124891035772,0.739433672421944,0.00754120400122168,0.0193761255668768,0.0311664413907021,0,242.950914999867,67
"68",68,2.00000018906311,0.174503750877302,0.00722732444411703,0.574174594726899,0.992139342313572,0.00294175189478093,0.0364187123718045,0.307388714981973,0,318.721644780502,68
"69",69,4.99999805646736,0.0510019948161638,0.0115701222886365,0.316586822203351,0.922215536358847,2.39367120325643e-07,4.66629480394117e-11,0.00904433361876669,0,127.736613750034,69
"70",70,3.00000005278646,0.326348602218929,0.00642315171955429,0.420511027863917,0.762155099162707,0.0107567388447291,0.000892779759551626,0.279168100165968,0,300.661302635466,70
"71",71,4.99272264883313,0.00122696130297171,0.00697913548244405,0.00417183886138934,0.92317646064718,0.00132572164805137,0.0068072726920091,0.326266805748715,0,212.7283412095,71
"72",72,3.00000013927102,0.363502346889657,0.0117507833035525,0.383010064500779,0.770092939712865,0.687681247745672,0.0385066471554065,0.0610173594843333,0,292.496700940404,72
"73",73,4.00000013760561,0.7522611152769,0.00576369637034485,0.18854010849953,0.682308700250401,0.209856050141579,0.0579554173776309,0.292495101881125,0,343.060389815568,73
"74",74,4.97838861522968,0.138647229695747,0.0130742528563467,0.120536114206662,0.800173494951964,0.000967351613798763,0.0194184790886862,0.324423329391562,0,188.811812780318,74
"75",75,2.13655692643799,1.36031719604993e-08,0.0106986029370916,0.410792922961074,0.999999976910202,4.97540270626727e-09,0.0148380877337961,0.283906851667387,0,225.336649909974,75
"76",76,4.99999985711685,0.00450701441924765,0.00640407224981133,0.388952718421389,0.99999999550898,0.503712074907321,0.0121455331315234,0.312819561251484,0,285.958209407484,76
"77",77,4.51112202722555,0.610954349251294,0.00775406662519645,0.0155759713690112,0.890221410866133,7.71977123932238e-07,7.83695587211508e-10,0.140506668349693,0,180.190307030675,77
"78",78,4.13002146689282,2.49438935640664e-09,0.0125798720632183,0.270237295172442,0.783426556454764,0.107926440922817,3.25026488384206e-08,0.0381264592927208,0,170.795021597121,78
"79",79,4.00000000143447,0.169269848140693,0.0109349408035097,0.187934800042655,0.875031760072051,0.128244654366175,0.0158424575582572,0.241554900516386,0,202.729796395831,79
"80",80,4.99999983382141,6.86984220110139e-09,0.00870059034842544,0.114299360869507,0.788132970300218,3.06273533772073e-08,0.0283458044197307,0.330781688068582,0,229.66260384227,80
"81",81,4.00000000164842,0.269655901639401,0.0115449196186573,0.245122252084588,0.950908219625948,0.397238964176395,0.0263375686860243,0.31102889495991,0,235.298616895707,81
"82",82,2.99999984209121,0.00631823290803847,0.00638711635116439,0.547281239719459,0.989636034166034,0.000825358007893275,0.00792235027009335,0.276705215099355,0,278.490748877673,82
"83",83,4.99999991567322,0.999999996924077,0.00703896258775545,0.470717050346767,0.789013825352528,0.771411008186132,0.0130360818365517,0.260246547169858,0,333.459526780217,83
"84",84,4.00000013409935,0.617938947746246,0.0116346164250244,0.283922582170872,0.826633971490041,0.359982830330048,0.0056506287851384,0.27599166358128,0,212.478592067318,84
"85",85,4.99999996268936,0.195431118564798,0.0104806344446501,0.254242974200151,0.915376883592639,0.514996648718257,0.0222870824674246,0.266896407269021,0,243.500046768878,85
"86",86,4.92821754832447,0.0836885169288976,0.00924695903868909,0.3206520353542,0.923608662358463,0.660164981024065,0.0223161240278987,0.317665048516394,0,282.979748402514,86
"87",87,1.99999997614176,0.488214442616903,0.00265178499891317,0.475365302724901,0.929255976122777,0.149735652466514,0.0365095737773435,0.316497316420295,0,390.958364771996,87
"88",88,4.9999998332364,4.24145752103235e-09,0.0125959328374861,0.160733279323207,0.761820225172398,0.145411835718202,0.0237914566034635,0.304649645045707,0,177.697759835124,88
"89",89,4.56214345512945,1.34905173875649e-11,0.0153962450319978,0.111694085879963,0.654531158004557,5.62619633670501e-09,0.0304991428907421,0.17766523582008,0,200.797722455792,89
"90",90,4.99999928111781,0.360810279906869,0.00983808889473223,0.264997774963626,0.867518655219734,5.65438540886835e-08,0.0204536238432872,0.0947385372790149,0,198.606019844822,90
"91",91,4.99999989314601,0.0112461370936237,0.00957334402822886,0.196352195880173,0.780830480939128,0.444815402916708,0.0269652959763984,0.059992645367477,0,254.16476849689,91
"92",92,3.99999062640281,0.0107468382782481,0.00775688237414368,0.381265018397621,0.879636454569971,0.360576073979685,0.00202836668304809,0.0205627473918598,0,260.154761971156,92
"93",93,4.52602045398907,0.0152582282705531,0.00822177971526817,5.15780553297342e-07,0.956721295909728,0.0805486527066981,8.62432306668025e-10,5.99274325648082e-06,0,174.92650765733,93
"94",94,3.99999976830046,0.0808346564332461,0.0106640019496813,0.431196090049728,0.934388276384786,0.407157320791255,0.00270269480257921,0.157064740701628,0,227.185444682354,94
"95",95,4.00000016347918,0.311658344336959,0.00538657920465885,0.311371945412425,0.611326855066379,0.10761339248914,0.0359104725514172,0.31638196701401,0,335.534740160291,95
"96",96,4.17045778796157,0.94824823829614,0.012801845736334,0.029068903260869,0.913651442479994,0.00266351628469934,0.0194399150365994,0.000183727234468246,0,167.021472953401,96
"97",97,4.04473073416155,0.0319277490927746,0.00826380899558312,0.121405783954542,0.719808646443059,0.0258424872768335,0.0241773804525197,0.0834960183915698,0,245.727970601403,97
"98",98,4.99999939704097,4.09896052009125e-07,0.00756581244420097,0.160164289815509,0.759683534905131,6.9639497596147e-10,0.0187864460508202,0.0553157526110947,0,226.314055855078,98
"99",99,3.99999998945925,0.414898593192377,0.0158605867108086,0.428389383388787,0.741505253896148,0.000800108119691646,0.0215283945227253,0.297396595453514,0,201.323787569643,99
"100",100,4.99926377140257,0.000163724221451743,0.00476853543496752,0.154353839790947,0.790249088241242,7.27205436352213e-05,0.0362322920860625,0.323312532161335,0,307.107214671976,100
"101",101,4.73607166253144,0.475932843802548,0.00637399598456222,0.590031312849648,0.909984826810504,0.393393577589596,4.68455056928478e-11,0.333333222120052,0,291.059177391781,101
"102",102,2.68335545149855,0.114590678398135,0.0107271280030261,0.416636056154587,0.999999994006536,0.406462037858683,0.0124080405410651,0.263421452849079,0,252.98846000873,102
"103",103,4.99999978075675,2.99886171263562e-09,0.0131342239931124,0.258147646276482,0.813059351344798,9.33480139871511e-08,0.021626124216176,0.0770617167561893,0,192.052979723852,103
"104",104,4.31546837793323,0.472300607096661,0.0083140110571361,0.0773554209948468,0.877611735767743,1.20017559026707e-05,9.3874002122276e-11,0.314721045692788,0,178.824720303202,104
"105",105,4.99999844091429,0.230141394422095,0.00782735492886292,0.28336710670623,0.929507425624222,9.31247175917973e-07,1.08036425365097e-10,1.67937565318497e-06,0,184.868521123689,105
"106",106,4.85169822145322,0.659902242175411,0.00595534127599286,2.87811340686948e-07,0.739277514844961,9.21235811037853e-07,0.0327855386406324,0.328677128706609,0,290.525504874042,106
"107",107,4.71164053531423,0.0304249518698881,0.00441050219987805,0.462094132055041,0.840784873526896,0.245250082762138,0.0232823628905709,0.0257505063262084,0,342.189720925062,107
"108",108,3.00000001491735,0.599144164881296,0.00782908849891358,0.0997265913477921,0.987336299498554,0.0164591529456161,0.0303982385496582,0.327735618075067,0,261.391317007772,108
"109",109,4.99999974771968,1.30070094412638e-09,0.0153569082158393,0.034751906283415,0.861915091889063,2.7568035574867e-09,0.0150684944949482,0.0219756841888565,0,154.155685766437,109
"110",110,4.99999995496788,0.630578234330557,0.011135003111002,0.373429625880318,0.872610207398007,9.22829642081493e-09,0.0432476113779584,0.296939170839418,0,266.770592760662,110
"111",111,4.9873106504598,0.283078845064338,0.00977930589882639,0.301227791948955,0.683766026554437,0.00259032869115603,0.0601712153560754,0.00345164220317895,0,316.866503221412,111
"112",112,1.99999994197532,0.276176315414209,0.00754098512999287,0.579093009221323,0.969996285316457,0.331584991800526,0.0244061722579215,0.273937749627085,0,321.075431775075,112
"113",113,4.99999973529133,7.14333897976137e-10,0.00849877986049514,0.456340570219708,0.819461855204483,0.56543954894883,0.00837164038565446,0.256847293908838,0,278.774490647424,113
"114",114,3.64388546743791,0.454687821371869,0.00620086029144132,0.400436722784024,0.768802586411584,0.21089345045183,0.0129408478083992,0.0239687676138551,0,306.033548595179,114
"115",115,4.99999997956213,6.65054919187544e-09,0.00954047443902118,0.33105189673138,0.797100471478025,1.27657976172392e-08,0.00641669121162413,0.29154215122255,0,199.097270353848,115
"116",116,3.0000000028938,0.0610820080442008,0.0110902746286452,0.0744092993371589,0.796915069350708,0.377743196838074,0.0160180544875507,0.129459078078892,0,257.156283317099,116
"117",117,4.99999943666644,1.837320730584e-08,0.0140853697845425,0.417788411236526,0.999999991880971,3.57621773507993e-10,0.0279451009142377,0.32007875492505,0,195.203827414617,117
"118",118,4.49334066710139,2.89953668168328e-09,0.0132772530574352,3.08756163286847e-09,0.994526963538966,0.42107298605564,0.0156944603457242,0.0199572422832122,0,173.60822508984,118
"119",119,4.00000001633224,0.870694753556759,0.0090506798982066,0.206578840813788,0.828939419952097,0.577030659797773,0.0455108825958635,0.173768688145288,0,301.008432389913,119
"120",120,4.99999995786319,0.107951511893464,0.0216616216990168,0.105160293953302,0.999999997332553,0.546018608474615,0.0116353258354063,8.60079382555998e-07,0,134.860758548626,120
"121",121,1.00000000148885,0.0225322876224142,0.0069557984279451,0.581438525541866,0.999999993655295,0.276543315675941,0.0418511948618845,0.254473181590178,0,341.645652101006,121
"122",122,2.99999997582635,0.000513416797777355,0.0115832495370446,0.00969661677716714,0.999545398895574,0.00538134040334851,0.0117087176086361,0.0381943024784838,0,179.433839665532,122
"123",123,4.94234494303655,0.865298894863899,0.00847321663578689,0.290195375289062,0.733374278044075,0.0155875573751833,0.00669799569115906,0.087804831511687,0,222.735055687761,123
"124",124,4.99999997048986,2.93448575678955e-07,0.00781478340207526,0.311001837614522,0.898958507465376,0.209050405617312,0.010931161063202,0.264348534926821,0,219.452669648991,124
"125",125,4.99999990641683,0.087460082966367,0.0132742491846995,0.299060423889628,0.907292661302687,1.75652997171582e-09,0.0102650735928125,0.327159443417664,0,198.331138427948,125
"126",126,4.00000004269374,0.00954795727206548,0.00672762299438186,0.125963026541594,0.962334480865441,0.0149202174516406,0.000745953505603915,0.00285867415835214,0,218.806242600357,126
"127",127,3.99999873322131,0.107573227266658,0.0059735569286843,0.410787809530684,0.931756186779756,2.96085524830448e-07,2.907292216562e-09,0.303025797965365,0,266.974118364436,127
"128",128,4.99973097038582,0.0659722186258004,0.00817374524223418,0.044145651718608,0.913469823650953,0.000128917790246025,0.00372204844364225,0.188330436895969,0,168.492716400933,128
"129",129,4.99999995038608,0.197266384023088,0.0105633495588069,0.346299695008511,0.872547919892866,0.1810402586162,0.00126793553603023,0.303458979512394,0,170.189260961328,129
"130",130,4.99999988265034,6.00106678158749e-07,0.0118475642284842,0.204639032058298,0.714938434844765,0.438583751095789,0.0189068663368102,0.319752045973878,0,222.373196802798,130
"131",131,4.9999996714379,0.322087220700556,0.0065755389792778,0.379858130647163,0.826446597601667,2.9697317209426e-08,0.0111811158096136,0.29611408917843,0,256.13192532376,131
"132",132,4.99999998063748,9.54892783260779e-10,0.0122909525528337,0.173513340831215,0.999999998025142,6.10208778557554e-08,0.00305808913900484,0.0501504330380697,0,120.95175611563,132
"133",133,4.63331039210178,8.82623441658338e-08,0.0126075003534413,0.167156634958763,0.979568922930751,0.245076482437044,0.0112879623800107,0.300093809066652,0,159.930426037923,133
"134",134,3.99999994449129,0.792697492044821,0.00600414590384422,0.433874782827564,0.756413481526313,0.318431939020328,0.0269457152822605,0.123044275613072,0,334.421397748191,134
"135",135,4.99999986337768,0.370687146343966,0.011679458845457,0.0915126152096739,0.766939995714051,5.92928825220335e-09,0.0255089406083246,0.0190219023158108,0,186.095215469516,135
"136",136,4.9999926329317,0.272956192359488,0.0102871017292924,0.0365067862364419,0.6591697787727,0.716302429407581,1.89529790602288e-09,0.0749045863108719,0,242.678819455619,136
"137",137,4.99655541721729,0.0449994926273272,0.00956395440193203,0.159168191115649,0.81461919005953,0.504829730962668,0.00853857736898048,0.0500410300522745,0,248.687518182965,137
"138",138,4.73809114110331,0.654551793459903,0.00781706428963966,0.197200092344949,0.677032965969497,0.184570244974009,0.0416232762497773,0.339628975570762,0,315.421923159552,138
